Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSOCUG00000007963	2	87006745	87015743
ENSOCUG00000004532	14	10452401	10850462
ENSOCUG00000007304	7	135793193	135795464
ENSOCUG00000027583	13	131224134	131228934
ENSOCUG00000039469	7	135959710	135971351
ENSOCUG00000012942	13	104081065	104090226
ENSOCUG00000011321	15	43899995	43926767
ENSOCUG00000001497	12	111895737	111914890
ENSOCUG00000035675	13	134370259	134372304
ENSOCUG00000012939	12	35424693	35430947
ENSOCUG00000037431	12	117435827	117436865
ENSOCUG00000003020	9	98091785	98130401
ENSOCUG00000035552	12	149663140	149664189
ENSOCUG00000013585	13	32245958	32275417
ENSOCUG00000017670	1	987363	1091903
ENSOCUG00000001048	2	142637739	143013519
ENSOCUG00000007642	3	135731547	135895828
ENSOCUG00000035282	2	4546052	4549838
ENSOCUG00000031952	2	99579346	99580509
ENSOCUG00000036813	2	166557693	166560901
ENSOCUG00000016529	1	131119978	131125307
ENSOCUG00000000218	3	106705434	106724164
ENSOCUG00000008806	3	30112454	30124803
ENSOCUG00000007081	14	97116416	97170142
ENSOCUG00000015453	15	8144699	8161057
ENSOCUG00000012899	13	36580440	36588402
ENSOCUG00000008763	9	17427741	17433353
ENSOCUG00000025920	2	147387146	147476622
ENSOCUG00000001493	12	149696588	149697562
ENSOCUG00000039006	12	20411029	20412230
ENSOCUG00000031350	9	36961097	36962251
ENSOCUG00000035279	1	192804408	192813908
ENSOCUG00000036083	12	149732958	149755619
ENSOCUG00000020814	12	1514710	1514828
ENSOCUG00000023071	12	46227235	46227396
ENSOCUG00000035260	12	117436145	117436611
ENSOCUG00000012062	14	146368213	146496251
ENSOCUG00000037290	12	80675583	80687399
ENSOCUG00000015524	13	3632276	3907170
ENSOCUG00000034458	1	147736656	147737717
ENSOCUG00000028393	12	80696806	80696907
ENSOCUG00000027200	15	60112668	60112931
ENSOCUG00000037993	1	147737765	147740845
ENSOCUG00000025884	12	35531603	35648168
ENSOCUG00000035911	14	34494565	34586067
ENSOCUG00000017936	7	136033778	136146168
ENSOCUG00000002114	1	146636724	146653210
ENSOCUG00000026608	9	37099447	37100910
ENSOCUG00000010707	13	36059759	36072143
ENSOCUG00000015291	13	33071395	33072666
ENSOCUG00000029173	2	99592779	99597037
ENSOCUG00000008957	1	20088512	20155665
ENSOCUG00000034746	12	80832684	80833962
ENSOCUG00000023614	12	80833278	80833748
ENSOCUG00000014099	2	44203740	44233171
ENSOCUG00000021532	7	76787051	76787362
ENSOCUG00000037512	9	63129099	63129353
ENSOCUG00000032676	12	81183891	81198171
ENSOCUG00000002420	1	192825924	192833226
ENSOCUG00000000965	3	89726395	89773403
ENSOCUG00000018391	13	112899156	112899258
ENSOCUG00000025594	12	81669821	81669966
ENSOCUG00000034319	7	76966694	76969145
ENSOCUG00000031993	12	147581015	147618012
ENSOCUG00000035405	12	35836067	35872698
ENSOCUG00000009790	7	152457816	153704138
ENSOCUG00000001887	1	4047607	4148341
ENSOCUG00000005452	3	83250466	83597771
ENSOCUG00000014996	2	83166956	83313167
ENSOCUG00000016193	1	70282448	70284339
ENSOCUG00000022332	13	134392541	134528715
ENSOCUG00000011638	9	17468468	17565321
ENSOCUG00000006557	12	22309234	22311298
ENSOCUG00000026639	1	104894570	104894629
ENSOCUG00000034633	1	189717782	189718735
ENSOCUG00000013575	1	92851420	92852352
ENSOCUG00000039165	1	104947993	104952559
ENSOCUG00000003365	2	93551869	93634336
ENSOCUG00000036925	12	82383425	82415418
ENSOCUG00000029839	1	104957749	104959933
ENSOCUG00000008810	13	112960062	113049201
ENSOCUG00000018089	9	63180513	63180600
ENSOCUG00000018113	12	82458288	82458433
ENSOCUG00000020310	9	63183533	63183617
ENSOCUG00000033590	3	30135837	30142742
ENSOCUG00000015077	15	104628169	104891535
ENSOCUG00000030526	9	37120980	37127041
ENSOCUG00000026372	13	129430235	129438221
ENSOCUG00000028053	1	70308335	70328717
ENSOCUG00000037169	3	30150897	30155858
ENSOCUG00000003917	13	78687278	79097751
ENSOCUG00000023055	12	1647400	1677274
ENSOCUG00000036740	13	45053982	45077242
ENSOCUG00000024471	3	22008137	22176996
ENSOCUG00000007951	2	100660317	100661902
ENSOCUG00000022925	12	147581931	147583060
ENSOCUG00000037906	12	82619092	82621821
ENSOCUG00000016246	13	132474028	132488808
ENSOCUG00000008303	1	113690209	113701868
ENSOCUG00000038912	13	80299321	80334797
ENSOCUG00000032900	9	63329127	63329392
ENSOCUG00000039474	3	77913676	77974703
ENSOCUG00000035924	7	90410002	90410611
ENSOCUG00000019738	13	9617501	9617568
ENSOCUG00000034519	1	71390529	71400348
ENSOCUG00000037517	13	9642610	9643623
ENSOCUG00000000175	3	124239013	124242470
ENSOCUG00000012572	1	142597105	142633471
ENSOCUG00000037171	3	83397222	83398268
ENSOCUG00000027996	15	43943353	44071951
ENSOCUG00000009371	2	99603636	99685764
ENSOCUG00000000276	13	51457345	51480568
ENSOCUG00000004473	1	91202290	91213974
ENSOCUG00000022203	13	127608408	127613009
ENSOCUG00000031087	3	30159783	30162677
ENSOCUG00000010378	3	78337430	78348272
ENSOCUG00000009864	2	95024248	95055753
ENSOCUG00000003169	14	23886775	23994775
ENSOCUG00000039238	3	19018910	19022865
ENSOCUG00000005544	12	33095721	33114004
ENSOCUG00000014171	9	11365079	11392808
ENSOCUG00000034823	2	98160241	98176975
ENSOCUG00000016801	1	147843552	148021124
ENSOCUG00000006507	13	129443765	129459060
ENSOCUG00000016465	14	85195916	85535590
ENSOCUG00000031034	9	63379635	63381872
ENSOCUG00000007119	13	118392971	118417677
ENSOCUG00000000889	2	115808649	115809248
ENSOCUG00000034323	9	63422125	63448558
ENSOCUG00000039320	13	9672073	9674266
ENSOCUG00000021605	1	143726245	143739126
ENSOCUG00000032952	3	146973504	146974297
ENSOCUG00000027455	12	32149502	32150056
ENSOCUG00000035659	13	9672408	9696741
ENSOCUG00000016329	1	150894025	151021767
ENSOCUG00000021117	3	19170974	19171342
ENSOCUG00000026184	2	166605558	166673575
ENSOCUG00000023825	15	60161947	60286875
ENSOCUG00000000754	12	35903910	35996029
ENSOCUG00000038271	3	83398290	83400410
ENSOCUG00000012330	13	45151283	45242328
ENSOCUG00000010901	1	189731457	189732389
ENSOCUG00000028812	2	26323939	26323999
ENSOCUG00000015107	7	97823426	98069518
ENSOCUG00000032726	2	26395261	26409048
ENSOCUG00000006172	3	54012741	54023963
ENSOCUG00000037017	3	147608116	147623652
ENSOCUG00000023745	12	82744297	82746726
ENSOCUG00000035132	3	78356583	78358412
ENSOCUG00000034645	2	137700783	137771774
ENSOCUG00000030847	2	4623462	4668531
ENSOCUG00000034152	14	34645178	34646317
ENSOCUG00000027503	13	33166237	33166596
ENSOCUG00000027847	2	26691333	26691508
ENSOCUG00000035637	13	45248959	45250784
ENSOCUG00000003782	13	50290773	50297115
ENSOCUG00000037614	3	124391449	124392474
ENSOCUG00000001501	12	111918526	111952066
ENSOCUG00000038155	2	4628359	4628514
ENSOCUG00000036546	15	95856147	95859074
ENSOCUG00000030332	13	9704236	9706465
ENSOCUG00000019931	15	96179159	96179265
ENSOCUG00000030700	1	91245873	91247652
ENSOCUG00000022736	13	132523167	132544785
ENSOCUG00000001576	2	8207504	8213286
ENSOCUG00000029427	12	82818786	82908005
ENSOCUG00000032061	1	189742911	189743918
ENSOCUG00000017416	2	115917066	115921750
ENSOCUG00000005853	12	96165100	96183623
ENSOCUG00000029741	2	53803616	53814264
ENSOCUG00000002641	14	158410599	158427273
ENSOCUG00000017458	7	90491109	90706612
ENSOCUG00000012566	1	105028595	105052636
ENSOCUG00000017214	1	149881725	149964538
ENSOCUG00000007855	14	34675899	34712153
ENSOCUG00000029771	3	83661212	83731452
ENSOCUG00000012320	13	45285693	45413828
ENSOCUG00000003059	13	80352066	80368269
ENSOCUG00000017963	12	32253836	32266346
ENSOCUG00000018047	13	9786299	9786385
ENSOCUG00000012571	1	142636259	142636543
ENSOCUG00000014141	12	22502153	22519418
ENSOCUG00000031414	12	147626759	147647301
ENSOCUG00000002763	13	139960000	140109432
ENSOCUG00000002038	15	96196172	96238762
ENSOCUG00000019470	14	97122412	97122475
ENSOCUG00000002366	13	33169708	33172082
ENSOCUG00000008793	2	173165289	173174691
ENSOCUG00000039638	3	124524867	124528397
ENSOCUG00000002356	13	33180242	33195694
ENSOCUG00000030205	13	134572681	134573841
ENSOCUG00000034392	1	159632528	159634241
ENSOCUG00000037698	13	134630485	134635661
ENSOCUG00000019339	1	128553564	128553631
ENSOCUG00000035348	13	134669921	134673480
ENSOCUG00000001843	14	29952445	29992021
ENSOCUG00000009294	3	147717174	147790430
ENSOCUG00000029696	3	30165599	30169013
ENSOCUG00000032702	1	161122633	161151597
ENSOCUG00000004075	1	166476674	166486126
ENSOCUG00000024990	12	20412722	20415621
ENSOCUG00000023997	14	80316957	80328496
ENSOCUG00000017565	7	15675268	15695863
ENSOCUG00000019569	2	147411940	147412036
ENSOCUG00000002190	9	37191805	37434390
ENSOCUG00000001973	15	96312754	96425156
ENSOCUG00000024921	14	48436846	48436948
ENSOCUG00000033925	7	116215717	116236835
ENSOCUG00000024642	12	99159411	99159472
ENSOCUG00000036675	7	116306952	116360076
ENSOCUG00000032144	12	83332362	83371983
ENSOCUG00000033851	12	1677515	1682895
ENSOCUG00000012238	2	26825275	27013271
ENSOCUG00000036580	7	58923038	58924477
ENSOCUG00000022817	2	41105100	41168042
ENSOCUG00000005913	14	97149732	97150016
ENSOCUG00000004470	13	24953786	25065048
ENSOCUG00000032143	15	85567505	85572968
ENSOCUG00000003084	14	42618254	42651398
ENSOCUG00000014522	1	128615935	128701925
ENSOCUG00000034419	1	161185133	161185720
ENSOCUG00000032240	1	48551587	48552548
ENSOCUG00000033727	13	9876784	9878276
ENSOCUG00000001075	2	147494635	147503530
ENSOCUG00000030307	14	130312002	130346340
ENSOCUG00000038055	12	134597705	134601678
ENSOCUG00000021325	7	141652932	141653510
ENSOCUG00000031801	14	130848944	130849012
ENSOCUG00000034993	12	83373339	83381919
ENSOCUG00000011652	9	17573464	17603096
ENSOCUG00000008645	13	38911738	38913874
ENSOCUG00000015270	7	58965991	58966425
ENSOCUG00000025872	9	63524528	63524657
ENSOCUG00000015247	12	147669770	147927281
ENSOCUG00000004056	13	122992884	123037027
ENSOCUG00000012886	13	36592784	36623463
ENSOCUG00000038900	9	63548304	63652159
ENSOCUG00000038013	12	1732256	1733772
ENSOCUG00000019907	9	63876956	63877020
ENSOCUG00000005941	15	44160984	44267789
ENSOCUG00000025906	2	100664104	100672361
ENSOCUG00000003031	3	78802809	78867890
ENSOCUG00000007548	7	121737035	121738026
ENSOCUG00000025666	7	116612905	116613246
ENSOCUG00000033626	7	77124707	77124853
ENSOCUG00000032833	9	63918606	64144049
ENSOCUG00000027040	2	111989247	112009289
ENSOCUG00000019151	7	77185989	77186135
ENSOCUG00000033890	12	70253005	70255224
ENSOCUG00000016005	13	126037260	126043921
ENSOCUG00000003897	2	61930204	62029354
ENSOCUG00000038736	13	134721157	134802218
ENSOCUG00000000628	13	132560623	132567757
ENSOCUG00000001491	15	8184910	8217827
ENSOCUG00000035696	13	134746264	134777105
ENSOCUG00000010675	7	141679097	141723891
ENSOCUG00000010335	1	98690689	99031874
ENSOCUG00000019923	13	118502767	118502896
ENSOCUG00000015234	3	135982816	136206641
ENSOCUG00000001582	2	8216572	8334576
ENSOCUG00000012458	12	83508417	83509496
ENSOCUG00000011120	3	22255888	22263977
ENSOCUG00000025755	12	1785909	1837467
ENSOCUG00000032512	7	77371966	77372746
ENSOCUG00000000256	1	71447939	71518721
ENSOCUG00000030769	7	164237860	164259684
ENSOCUG00000024267	13	131239049	131243105
ENSOCUG00000031914	15	86084781	86086600
ENSOCUG00000033674	1	48629169	48676676
ENSOCUG00000037193	3	22277142	22277300
ENSOCUG00000005611	13	123893991	123898770
ENSOCUG00000004205	12	70513198	70514439
ENSOCUG00000001180	14	48506337	48634947
ENSOCUG00000037244	15	86239028	86283771
ENSOCUG00000038220	14	130922068	130925058
ENSOCUG00000011214	2	115924607	115937014
ENSOCUG00000030976	12	33189344	33191731
ENSOCUG00000007333	9	64192454	64296435
ENSOCUG00000026622	15	86379777	86380932
ENSOCUG00000022296	13	33204207	33206004
ENSOCUG00000009505	12	134682475	134709723
ENSOCUG00000031973	15	86445320	86445409
ENSOCUG00000030456	7	116734511	116734777
ENSOCUG00000010113	12	83664830	83666575
ENSOCUG00000027666	2	4719285	4719391
ENSOCUG00000011095	3	35889117	35899716
ENSOCUG00000036725	15	86868724	86869012
ENSOCUG00000031737	2	5055503	5062320
ENSOCUG00000022401	12	32272007	32275402
ENSOCUG00000038567	13	42266271	42276501
ENSOCUG00000013559	13	32323301	32338849
ENSOCUG00000032792	2	5172938	5176278
ENSOCUG00000003025	9	98138715	98154643
ENSOCUG00000030293	15	86932160	86952472
ENSOCUG00000016000	13	126052033	126065864
ENSOCUG00000011567	1	18390050	18445392
ENSOCUG00000022422	1	105100758	105110386
ENSOCUG00000010134	7	121968435	122015551
ENSOCUG00000008640	13	38916640	38918580
ENSOCUG00000030597	7	59024993	59026849
ENSOCUG00000030300	7	59028334	59031128
ENSOCUG00000033126	9	11402730	11409888
ENSOCUG00000035310	7	77498821	77661948
ENSOCUG00000029337	1	113716113	113724650
ENSOCUG00000034769	7	77506071	77506151
ENSOCUG00000009145	14	97169275	97228507
ENSOCUG00000031306	12	121935693	121938995
ENSOCUG00000034190	7	77594636	77624857
ENSOCUG00000002743	7	116879398	116884603
ENSOCUG00000006174	3	54033345	54072582
ENSOCUG00000003264	14	64717128	64738226
ENSOCUG00000001814	15	8232697	8285406
ENSOCUG00000031880	1	13297808	13352744
ENSOCUG00000022917	1	189772266	189773183
ENSOCUG00000016521	13	127618349	127638874
ENSOCUG00000007701	13	104251679	104286788
ENSOCUG00000013203	9	11403097	11466709
ENSOCUG00000015559	2	159476006	159524890
ENSOCUG00000008752	12	134817249	134817509
ENSOCUG00000031677	7	59116300	59117197
ENSOCUG00000013796	13	70585789	70609590
ENSOCUG00000015512	1	92868879	92870018
ENSOCUG00000032587	7	77866853	77868250
ENSOCUG00000017307	2	166683682	166747344
ENSOCUG00000023373	7	36814211	36814318
ENSOCUG00000012197	14	80339792	80418601
ENSOCUG00000015024	2	87018438	87084222
ENSOCUG00000002522	13	86859866	86905607
ENSOCUG00000008288	1	70346878	70372106
ENSOCUG00000002862	9	64291315	64291752
ENSOCUG00000021088	3	22346250	22387131
ENSOCUG00000009843	3	19338232	19824470
ENSOCUG00000034877	14	34825517	34826707
ENSOCUG00000034342	2	83485101	83496864
ENSOCUG00000006179	12	99331652	99376495
ENSOCUG00000030165	2	83496036	83497739
ENSOCUG00000028424	3	25038281	25038419
ENSOCUG00000011670	9	17631701	17657801
ENSOCUG00000022718	13	30374038	30374685
ENSOCUG00000028529	9	23607116	23607215
ENSOCUG00000013660	13	129444580	129493522
ENSOCUG00000009432	3	22388862	22455831
ENSOCUG00000002375	2	100675408	100679269
ENSOCUG00000029801	13	134769877	134771073
ENSOCUG00000003833	3	124600372	124640562
ENSOCUG00000000064	13	9910548	9992168
ENSOCUG00000023508	1	26746131	26746918
ENSOCUG00000010558	14	30038507	30114390
ENSOCUG00000035505	3	30186500	30203659
ENSOCUG00000012211	2	53829345	53831321
ENSOCUG00000036159	14	146901783	146902216
ENSOCUG00000000222	1	161257078	161376246
ENSOCUG00000022499	13	49275680	49276147
ENSOCUG00000009625	9	98200009	98269186
ENSOCUG00000028270	1	140674492	140674613
ENSOCUG00000014608	13	134849842	134857707
ENSOCUG00000006747	7	136148173	136528631
ENSOCUG00000001357	15	67961448	67976929
ENSOCUG00000035177	13	45602029	45602115
ENSOCUG00000026010	1	189795283	189796200
ENSOCUG00000023176	15	104724306	104724408
ENSOCUG00000029869	3	83710035	83788826
ENSOCUG00000038204	7	77898484	77900316
ENSOCUG00000025015	2	83642996	83698108
ENSOCUG00000032787	7	104824257	104850959
ENSOCUG00000011676	3	25228548	25330915
ENSOCUG00000014970	7	164260187	164415633
ENSOCUG00000037140	2	54014101	54014331
ENSOCUG00000031714	13	118513831	118514516
ENSOCUG00000000265	12	70533665	70690583
ENSOCUG00000005858	12	96203244	96251659
ENSOCUG00000003699	14	34875743	34880449
ENSOCUG00000015092	15	104894987	104914343
ENSOCUG00000017964	12	32282145	32283767
ENSOCUG00000038311	1	148114918	148115429
ENSOCUG00000034175	14	147985297	148027553
ENSOCUG00000011099	3	35920084	35922260
ENSOCUG00000035156	1	91275402	91276641
ENSOCUG00000016839	7	104892048	105087752
ENSOCUG00000003831	2	27095077	27118154
ENSOCUG00000005134	13	120027832	120030370
ENSOCUG00000001219	14	34941291	35063793
ENSOCUG00000015602	2	147528525	147634341
ENSOCUG00000000249	13	12644708	12684490
ENSOCUG00000031574	13	45985384	46028906
ENSOCUG00000004673	3	124773761	124861943
ENSOCUG00000033370	1	140818495	140818918
ENSOCUG00000007612	14	19836891	19936549
ENSOCUG00000037148	7	36887213	36889325
ENSOCUG00000015909	3	22486166	22495504
ENSOCUG00000015188	1	92915999	92918526
ENSOCUG00000006585	1	148134853	148135776
ENSOCUG00000034723	2	100689985	100690322
ENSOCUG00000000737	1	13354231	13389457
ENSOCUG00000003011	13	91254930	91268770
ENSOCUG00000014215	1	141050304	141061693
ENSOCUG00000024941	3	30230042	30236628
ENSOCUG00000013280	9	23621853	23916688
ENSOCUG00000017884	2	54161593	54278169
ENSOCUG00000032097	14	42658977	42687588
ENSOCUG00000023594	1	92937157	92938092
ENSOCUG00000015846	7	59218560	59303662
ENSOCUG00000013594	13	137650551	137713941
ENSOCUG00000037052	1	91297222	91300071
ENSOCUG00000027139	1	148166853	148167803
ENSOCUG00000037791	3	30271682	30275376
ENSOCUG00000035414	2	155872814	155873308
ENSOCUG00000014093	2	44239748	44243134
ENSOCUG00000028994	3	106739805	106845028
ENSOCUG00000007582	13	115474158	115520678
ENSOCUG00000034381	9	64306217	64307278
ENSOCUG00000030846	9	64409849	64410853
ENSOCUG00000036019	13	118631037	118666496
ENSOCUG00000001524	9	64433671	64486186
ENSOCUG00000010947	1	193719308	193720721
ENSOCUG00000000038	3	54120507	54168215
ENSOCUG00000022748	12	134906249	134907109
ENSOCUG00000035387	7	37711023	37711132
ENSOCUG00000002368	2	100693176	100728641
ENSOCUG00000019605	7	38125404	38125534
ENSOCUG00000012457	14	97266443	97325552
ENSOCUG00000032429	1	128954280	128955898
ENSOCUG00000009660	14	93309321	93399314
ENSOCUG00000025179	13	61363604	61364249
ENSOCUG00000030684	1	92958209	92959309
ENSOCUG00000033496	13	73628488	73657018
ENSOCUG00000023188	13	49347938	49363474
ENSOCUG00000011681	9	17660691	17717455
ENSOCUG00000027394	2	98223558	98454000
ENSOCUG00000015906	1	148174005	148177240
ENSOCUG00000003706	1	26785337	26787982
ENSOCUG00000036686	13	131250605	131251568
ENSOCUG00000030804	1	91313450	91315672
ENSOCUG00000037286	14	148354832	148540301
ENSOCUG00000014455	12	122053563	122126277
ENSOCUG00000034040	14	148538113	148540020
ENSOCUG00000009929	14	107079855	107111098
ENSOCUG00000016442	13	132685672	132724474
ENSOCUG00000015482	9	64525366	64652193
ENSOCUG00000039366	14	10881283	11097520
ENSOCUG00000002434	13	53833722	53840542
ENSOCUG00000013066	3	36094361	36197959
ENSOCUG00000031778	14	148561280	148585674
ENSOCUG00000034429	9	53449317	53449621
ENSOCUG00000033820	1	27031706	27035236
ENSOCUG00000010690	7	141751349	141821680
ENSOCUG00000019916	14	148643607	148643820
ENSOCUG00000032751	13	118647103	118649343
ENSOCUG00000031240	14	149126583	149126764
ENSOCUG00000017958	1	113747022	113756573
ENSOCUG00000012562	2	173182236	173190018
ENSOCUG00000001781	3	83824775	84147484
ENSOCUG00000032560	9	53868582	53871884
ENSOCUG00000032202	14	149312532	149346764
ENSOCUG00000012321	1	91321038	91331990
ENSOCUG00000008711	14	64828264	64850300
ENSOCUG00000030140	14	149452707	149453852
ENSOCUG00000017165	7	78234296	80377477
ENSOCUG00000007950	2	5506365	5574118
ENSOCUG00000035739	3	89758999	89759288
ENSOCUG00000037400	1	27225546	27360610
ENSOCUG00000016820	9	64660588	64689719
ENSOCUG00000022795	1	193745996	193749445
ENSOCUG00000033601	1	129114918	129117844
ENSOCUG00000031368	14	64853364	64861240
ENSOCUG00000036471	12	83665442	83666255
ENSOCUG00000006613	13	80370529	80431244
ENSOCUG00000015579	13	30416226	30455779
ENSOCUG00000034602	1	93030815	93031834
ENSOCUG00000014028	2	76918104	76918463
ENSOCUG00000030565	9	54400707	54402833
ENSOCUG00000037432	9	54546529	54557495
ENSOCUG00000030927	3	89825665	89826237
ENSOCUG00000036804	13	73665571	73672161
ENSOCUG00000005824	14	19948583	20068669
ENSOCUG00000033439	1	189804902	189805840
ENSOCUG00000008720	14	64873930	64908225
ENSOCUG00000000714	14	11935383	12110451
ENSOCUG00000020609	1	70401049	70401207
ENSOCUG00000001704	9	54612147	54613052
ENSOCUG00000029351	3	30287283	30293226
ENSOCUG00000013503	1	55608879	55687667
ENSOCUG00000026116	1	189849632	189850567
ENSOCUG00000030120	13	136476205	136476817
ENSOCUG00000005203	7	38312408	38449455
ENSOCUG00000032422	3	124816101	124816765
ENSOCUG00000003778	13	50297668	50311738
ENSOCUG00000005230	2	76926286	76957892
ENSOCUG00000007692	3	90056660	90150485
ENSOCUG00000013889	2	52872347	52874912
ENSOCUG00000017511	1	93083767	93084393
ENSOCUG00000036210	7	116884872	116885872
